Dates,News,Sentiment label 
06-04-2018,sharps pixley: world top 20 gold producing nations in 2017 - not peak gold yet!,none
22-07-2016,gold to trade in 30530-31282. range: achiievers equities,neutral
12-04-2017,Gold futures mark highest settlement since Nov. 7,positive
30-08-2017,"north korea tensions, soft dollar give much-needed boost to gold, may top rs 30,300 level",positive
30-09-2013,"comex gold up 8.4% on quarter, down 5% on month",positive
12-05-2016,"gold futures fall rs 53 on weak global cues, profit-booking",negative
31-03-2006,june gold falls $5.10 to close at $586.70/oz,negative
03-05-2018,sprott : gold going,none
07-08-2018,"gold, the dollar and bitcoin",none
27-04-2017,Gold prices end modestly higher after three session decline,positive
11-09-2017,"gold, silver slip on profit booking",negative
19-08-2004,gold futures touch five-week high above $410,positive
20-09-2000,gold's future draws nigh,none
29-08-2017,curb on south korean imports pushes up gold prices,positive
28-12-2011,"2011: gold, silver touch all-time highs amid economic turmoil and rising inflation",positive
05-05-2015,"Gold futures down at Rs 26,815 per 10 gm",negative
26-03-2001,"comex gold loses more ground, trades near day's low",negative
25-10-2017,"Dec. gold climbs by 70 cents, or less than 0.1%, to settle at $1,279/oz",positive
12-05-2017,"centre, states may settle for 4 per cent gst on gold, silver",none
16-05-2017,"June gold settles at $1,236.40/oz, up $6.40, or 0.5%",positive
28-05-2014,Gold trades at 3-month low as weak technical picture weighs,negative
25-12-2012,"gold rises for third day on sustained buying, global cues",positive
19-08-2008,december gold down $4.80 to $800.90 an ounce on globex,negative
04-02-2013,Gold moves down in futures trade on profit-booking,negative
06-01-2015,"gold prices dip with focus on greece, euro, fed minutes",negative
14-02-2013,gold settles near 6-month low,negative
03-01-2019,silver : ice from the alps reveals europeans ditched gold for silver in ad 660,none
21-02-2017,Gold pares firm loss to trade at break-even levels as stocks pare gains in afternoon trade,positive
08-12-2011,Gold prices move up today,positive
15-08-2007,"gold, silver move in narrow range",neutral
14-02-2017,Gold futures off session highs as traders weigh Yellen's remarks,negative
02-04-2015,"Gold ticks higher in thin Asia trade as Iran deal, U.S. jobs eyed",positive
10-10-2011,"Gold, silver futures extend gains on broad dollar weakness",positive
27-12-2017,"gold tops rs 30,000-mark, hits 3-week high on firm global cues",positive
02-07-2014,Gold turns lower after robust ADP jobs data,negative
31-08-2011,gold edges up to end august 12% higher,positive
20-10-2014,Gold edges higher with Fed rate outlook in focus,positive
15-10-2009,"dec. gold up $2.50 at $1,053.10/oz on globex",positive
14-12-2004,gold falls ahead of expected rate hike,negative
17-04-2017,"June gold climbs $3.40, or 0.3%, to settle at $1,291.90/oz",positive
07-08-2017,December gold ekes out a slight gain,positive
08-08-2013,gold futures up 0.38 pc on firm global cues,positive
17-07-2012,"gold firms up on global cues, silver recovers",positive
10-07-2008,august gold up $8.70 to $937.30 an ounce on nymex,positive
20-07-2017,Gold marks longest win streak in 2 months as U.S. dollar sinks,positive
09-10-2018,"Gold falls to Rs 31,650 on weak global cues, muted demand ",negative
23-02-2017,"Gold gains after jobless claims to trade around a 15-week high at $1,248.10, up 1.2%",positive
21-05-2013,gold recovers from 21-month lows; jumps by rs 680,positive
20-08-2014,gold futures trade near 2-week low before fomc minutes,negative
06-12-2017,gold ekes out a gain a day after falling to a 4-month low,positive
14-10-2014,"Gold, silver futures move up on global cues",positive
05-06-2014,gold settles with biggest one-day gain in 3 weeks,positive
07-11-2017,Gold slips on profit-taking,negative
02-03-2015,"gold falls following conflicting reports in china, india",negative
15-11-2011,gold ends higher as traders mull investment appeal,positive
20-01-2012,gold falls; oil down for a third session,negative
21-02-2012,"gold at highest in two weeks, gains 1.9%",positive
12-03-2018,barrick gold upgraded to outperform from sector perform at rbc capital,none
04-01-2019,cpm group : politics expected to drive gold volatility in early 2019,none
14-05-2013,"gold prices jumps 500% in 7 years, what next?",positive
18-04-2006,gold down 50c at $618.30 an ounce,negative
07-06-2010,does gold know something that gold shares don't?,none
12-12-2016,Yamana Gold upgraded to outperform from sector perform at RBC Capital,none
24-08-2009,"dec. gold turns lower, down 0.3% as dollar rises",negative
11-01-2018,gold: what the crystal ball says,none
13-07-2015,gold slips as investors remain cautious following preliminary greek deal,negative
22-08-2013,"dec. gold up 80 cents at $1,370.90/oz",positive
01-08-2011,"gold back to negative territory, at $1,628.90/oz",negative
22-06-2015,Gold ETFs see <U+20B9>500 cr outflow in 2 months,none
01-11-2015,Gold imports dip 45.6% to $2.05 bn in September,none
15-03-2013,"Gold futures open lower at Rs 29,355",negative
14-02-2018,"2018 winter olympics: shaun white wins historic third gold medal, and redemption",none
21-11-2011,MCX GOLD December contract down marginally,negative
20-05-2013,silver falls; gold heads for longest slide in four years,negative
25-11-2009,"dec. gold hits $1,185 an ounce, new record",positive
03-08-2016,"Gold settles down $7.90, or 0.6%, at $1,364.70 an ounce",negative
08-05-2017,"gold likely to fall towards rs 27,500 level on low demand, strong us data",negative
27-11-2018,five timeless reasons why only gold is the best money,none
13-10-2011,Gold Rates: Prices decline today,negative
14-07-2005,aug gold falls 30c to $424.30/oz in morning trade,negative
25-08-2017,"December gold off 60 cents, or less than 0.1%, at $1,291.40/oz.",negative
15-08-2016,Gold futures end higher after two-session decline,positive
13-01-2011,"gold closes modestly up at $1,387 an ounce",positive
31-12-2015,"Gold little changed in New Year's Eve trade, eyes 11% loss in 2015",negative
10-05-2012,gold futures hold to minor loss after data,negative
09-11-2017,global gold demand falls by 9% in third quarter,negative
01-05-2018,gold is exhibiting an untidy uptrend and traders should be cautious,none
19-11-2013,gold futures fall 0.14 per cent on global cues,negative
19-12-2014,"At crossroads now, gold looks vulnerable",none
18-01-2017,Gold futures finish with a modest loss as the dollar strengthens,negative
16-08-2006,gold rises as dollar falls on tame cpi reading,positive
07-09-2018,gold futures lower after august jobs report,negative
16-04-2018,"june gold edges up by $2.80, or 0.2%, to settle at $1,350.70/oz",positive
10-03-2001,"losses in oil, gold futures intensify as dollar gains more ground",negative
10-10-2017,"gold marks over 1-week high, but us rate hike prospects curb gains",positive
18-12-2015,"gold futures up 1.5% for the session, still loses 1% on week",positive
01-01-2016,gold begins 2016 with a glitter on jewellers buying,positive
25-08-2014,Gold prices ease in Asia as investors focus on Fed rate hike timing,none
17-12-2013,comex gold marks first loss in three sessions,negative
15-05-2013,"gold futures sink below $1,400 an ounce",negative
10-07-2017,"Bitcoin the new gold? Yes, says one Wall Street strategist who sees a 21-fold surge",none
08-10-2012,"gold settles 0.3% lower at $1,775.70 an ounce",negative
20-04-2013,"Gold surges 1% on global cues, spot demand",positive
18-09-2017,"gold, silver drop in morning trade",negative
31-08-2004,dec gold up $1 at $411 with 40 min left in the session,positive
27-10-2011,"gold futures down on profit-taking, global cues",negative
09-08-2016,Gold closes higher to end two days of losses as dollar weakens,positive
16-10-2000,gold slips for a second-straight day,negative
26-07-2010,gold prices mildly lower in tracking currency move,negative
21-01-2016,"Gold edges lower but holds above $1,100 ahead of U.S. data, ECB",negative
08-09-2003,dec gold down $2.60 at $376.10; gold indexes down 1%,negative
20-03-2002,japan's gold imports surge 7-fold,none
30-10-2017,"December gold futures up 20 cents at $1,272 an ounce",positive
16-03-2014,Import tariff value on gold hiked,none
26-07-2016,"August gold settles at $1,320.80/oz, up $1.30, or 0.1%",positive
21-08-2013,"dec. gold down $2.10, or 0.2%, at $1,370.50/oz",negative
05-02-2018,"Gold futures fall to Rs 30,281 on weak global cues",negative
13-12-2005,feb gold extends declines after hours on fed rate hike,negative
05-09-2012,"gold ends 0.1% lower at $1,694 an ounce",negative
19-11-2003,gold slips after overnight breach of $400,negative
13-07-2004,gold futures down almost $7 in afternoon trade,negative
23-09-2016,"Gold futures down at Rs 31,345 on weak global cues",negative
15-04-2014,"gold drops over 2%; silver, copper take hits",negative
28-07-2016,"Dec. gold settles at $1,341.20/oz, up $6.70, or 0.5%",positive
10-02-2010,gold ends lower as dollar firms on greek delay,negative
06-08-2004,gold futures climb above $400 to two-week high,positive
07-10-2004,gold futures close with a 50-cent loss,negative
16-03-2011,"gold, silver decline on stockist offering, global cues",negative
26-05-2010,gold extends gains to third day on ongoing uncertainty,positive
05-06-2017,Gold ends at multiweek high after back-to-back advance,positive
14-12-2017,"feb. gold gains $8.50, or 0.7%, to settle at $1,257.10/oz",positive
27-02-2013,Gold drops for first time in 5 days as investment demand falls,negative
06-10-2017,"Dec. gold climbs $1.70, or 0.1%, to settle at $1,274.90/oz",positive
28-07-2017,"gold tallies third weekly gain on north korea news, weaker dollar",positive
22-10-2015,gold falls to 1-week low as dollar soars against euro on dovish draghi,negative
07-09-2011,"canada shares rise, but gold miners lag gains",none
07-09-2011,crude advances; gold falls from record levels,negative
22-06-2016,"Gold futures fall to Rs Rs 30,230 per 10 gm",negative
31-03-2017,"Gold logs a more than 8% quarterly rise, 0.2% higher for the week, but off 0.2% for the month",positive
17-12-2013,gold sees first annual decline in 2013: is it no longer a safe haven?,negative
03-09-2012,gold holds near 5-month highs after fed qe signal,neutral
11-09-2018,Commodity outlook: Gold fizzles out on strong dollar clout,positive
03-07-2018,"Gold futures down at Rs 30,551 on weak global cues",negative
27-06-2005,is gld as good as gold?,none
30-03-2017,"June gold settles at $1,248/oz, down $8.80, or 0.7%",negative
19-05-2003,spot gold prices rise $4 from ny to $367.75 in asia,positive
10-02-2017,"Gold settles lower, but posts a more than 1% weekly gain",positive
29-12-2016,Gold notches fourth winning day in a row as dollar pulls back,positive
19-08-2016,"Gold futures fall to Rs 31,400 on weak global cues",negative
14-11-2013,comex gold futures gain more ground,positive
05-09-2011,expert tips: how to play falling oil & rising gold today,positive
28-04-2017,"Glitter is back this Akshaya Tritiya, says World Gold Council India head",positive
03-02-2010,"gold futures up $2.70 at $1,120.70 an ounce",positive
14-06-2017,"August gold settles up $7.30, or 0.6%, at $1,275.90/oz.",positive
28-08-2017,"Gold futures rise to Rs 29,206 on firm global cues",positive
01-06-2018,"gold settles under $1,300 after upbeat u.s. jobs data",negative
09-05-2008,june gold up $3.40 at $885.50 an ounce on nymex,positive
04-10-2011,"gold adds rs 285, silver sheds rs 200 on global cues",positive
11-07-2017,"August gold settles at $1,214.70/oz, up $1.50, or 0.1%",positive
21-09-2016,Federal Reserve gives gold a reason to rise,positive
26-03-2002,gold's easy money lures wall street,none
12-06-2013,gold futures ease from two-month high,positive
02-01-2013,gold settles 0.8% higher after fiscal cliff deal,positive
02-09-2011,"gold, silver surges further on global cues",positive
12-09-2011,Gold futures fall on weak Asian trend,negative
27-07-2016,"Gold pares gains, oil loses more ground after Fed announcement",positive
24-06-2016,Brexit: Gold glitters as investors look for safe haven,positive
22-10-2012,"dec. gold up $2.30, or 0.1%, at $1,726.30/oz",positive
20-12-2018,"gold's down for the year, but set to shine in 2019",negative
31-03-2008,gold moves up on firm global cues,positive
09-11-2018,"gold prices settle at lowest in a month, down 2% for the week",negative
02-06-2012,"GOLD AT HISTORIC HIGH: Crosses Rs 30,000/10 gm on global cues",positive
02-03-2017,"April gold drops $17.10, or 1.4%, to settle at $1,232.90/oz",negative
27-08-2009,gold futures down 80c at $945.00 an ounce,negative
